study_id,Accrued,Active Enrolling Date,Closed to Enrollment Date,Disease Site(S),national_sample,local_sample
60707368,,,,oncology,0,10
32618420,2,,,oncology,0,0
79288402,0,,,oncology,0,0
32675178,1,,,oncology,0,0
88381836,1,,,oncology,0,10
30480830,0,,,oncology,0,30
52959469,8,,,oncology,0,20
46224819,5,,,oncology,0,0
71047633,2,,,oncology,0,0
59581598,,,,other,0,0
11822407,,,,cardiology,0,0
87850540,,,,unknown,,15
51008765,0,,,other,0,0
80284028,40,,,other,0,150
73934993,3,,,other,0,20
92483777,,,,other,0,10
47248556,,,,other,0,10
26110259,,,,other,0,40
67147874,0,,,other,0,100
43975146,219,,,other,0,5000
22064404,1,,,other,0,20
29467397,3,,,cardiology,0,0
16889338,0,,,other,0,0
23115852,1,,,other,0,0
59453401,1,,,other,0,0
72067821,8,,,other,0,30
77818130,,,,other,0,100
27045696,5,,,other,0,0
42837697,20,,,other,0,25
88826270,14,,,other,0,25
35992665,,,,other,0,15
23150852,9,,,other,50,0
13722356,,,,other,0,0
40209232,,,,oncology,0,20
72280856,966,,,oncology,0,0
81035618,4,,,other,4,16
66175315,6,,,other,4,0
73746512,2,,,other,0,0
52700292,7,,,other,0,0
17714303,2,,,other,0,0
22604355,3,,,other,0,10
90762546,2,,,other,0,2
26625576,7,,,other,0,30
11265284,14,,,other,0,200
94962519,1,,,other,0,0
93308485,,,,unknown,,0
96413751,1,,,other,0,10
60405009,0,,,other,0,0
24641133,,,,unknown,,50
37344213,3,,,other,0,1
93964549,,,,other,0,7
66989870,,,,other,0,50
32031440,10,,,other,0,20
61769588,4,,,other,0,20
90311571,4,,,other,0,4
73233405,15,,,other,0,0
84693468,10,,,other,0,0
47215250,0,,,other,0,0
86417765,57,,,other,60,0
13461742,,,,other,0,25
54389021,,,,other,0,56
59992276,,,,other,0,25
29142146,6,,,other,0,7
43970146,1,,,other,0,1
40113225,1,,,other,0,0
82939179,0,,,other,0,50
59140164,1,,,other,0,10
22437390,,,,unknown,,50
91972089,2,,,other,120,0
16976028,2,,,other,0,40
36815415,5,,,other,40,0
47956376,1,,,other,250,0
24276496,89,,,other,0,0
11011144,18,,,other,0,0
28214011,,,,other,0,0
58639619,,,,other,0,0
23847297,399,,,other,0,0
76065832,2,,,other,0,6
60724664,1,,,other,1,0
62149667,5,,,other,0,0
24905987,32,,,other,0,30
90966504,92,,,other,0,0
31526047,,,,other,0,0
60328939,36,,,other,0,75
49484411,,,,oncology,0,12
60432020,,,,unknown,,20
96651343,25,,,oncology,0,30
20184976,,,,unknown,,0
78634549,,,,unknown,,16
86291255,1,,,oncology,0,0
58256075,4,,,oncology,0,0
93409218,1,,,oncology,0,0
78311616,7,,,oncology,0,0
28431302,,,,oncology,0,0
12015271,0,,,oncology,0,0
53117508,15,,,oncology,0,0
63759127,9,,,oncology,0,0
52606142,15,,,other,0,0
11321930,1,,,cardiology,0,0
57386449,,,,other,0,0
43754546,,,,other,0,0
86295893,8,,,oncology,24,0
89849656,,,,unknown,,6
33524328,,,,other,0,500
73689702,,,,other,0,500
54711840,3,,,other,0,3
94417902,11,,,other,0,0
30478669,,,,other,0,5
50747239,3,,,other,0,0
98659939,3,,,oncology,0,0
80806505,6,,,oncology,0,0
31822842,1,,,other,0,10
52577102,25,,,other,100,0
13116743,,,,other,0,24
95846946,26,,,other,30,0
48563995,,,,other,0,10
35024751,0,,,other,0,3
69709122,,,,other,0,5
43379610,,,,other,0,8
89213810,20,,,other,0,20
37343085,,,,other,0,6
23219026,,,,other,0,10
50965331,,,,other,0,10
43001851,,,,other,0,100
90929089,3,,,other,0,4
78474359,6,,,other,0,0
83685111,,,,other,0,7
97164867,,,,unknown,,10
13622958,,,,unknown,,10
83382913,3,,,other,0,5
32300506,,,,unknown,,10
10637887,3,,,other,0,7
77979676,,,,other,2700,0
90546763,,,,other,500,568
69068447,,,,other,0,22
68821170,7,,,oncology,0,0
69932818,,,,other,0,0
64483564,3,,,other,0,10
31585561,3,,,other,0,0
75503393,,,,other,0,0
53437713,,,,other,0,500
58627103,1,,,other,0,0
68083597,,,,unknown,,10
13090320,,,,unknown,,10
13575190,,,,other,0,30
86081450,,,,unknown,,10
18286439,4,,,other,0,7
62981930,5,,,other,0,4
83216256,3,,,other,0,4
72998636,,,,unknown,,10
46464472,,,,unknown,,6
94560592,,,,other,2000,1000
50783795,,,,other,0,0
68150851,,,,other,0,0
38108976,,,,unknown,,12
10547792,0,,,other,0,5
44359787,8,,,other,10,0
61203238,87,,,other,0,100
18228003,9,,,other,0,20
38503923,1,,,other,0,20
99354087,2,,,other,0,20
97813740,1,,,other,0,10
19514615,4,,,other,0,2
63596033,8,,,other,0,0
63875214,6,,,other,0,10
95716300,3,,,other,0,0
69420575,4,,,other,0,5
21431405,8,,,other,0,0
32646488,21,,,other,0,0
14976223,12,,,other,0,0
36029868,16,,,other,0,0
44549700,2,,,other,0,0
51677309,56,,,oncology,0,60
24331592,12,,,other,0,12
68552031,6,,,other,0,5
94586731,4,,,other,0,4
85477276,7,,,other,0,8
62416841,3,,,other,0,5
51906403,5,,,other,0,7
87926863,2,,,other,0,2
64079934,1,,,other,0,3
53807204,11,,,other,0,6
86018150,4,,,other,0,6
10676907,3,,,other,0,5
36063861,12,,,other,0,10
68471462,11,,,other,0,10
96160425,1,,,other,0,10
84475452,,,,unknown,,10
44228597,,,,unknown,,10
45858447,,,,unknown,,10
32407165,,,,unknown,,10
74276548,,,,unknown,,10
10026685,,,,unknown,,10
60052897,2,,,other,0,0
93929362,,,,unknown,,10
20210610,17,,,other,0,0
71218826,0,,,other,0,2
62223104,1,,,other,0,0
25429928,,,,other,0,3
81152760,2,,,other,0,6
22371817,,,,unknown,,10
12577286,9,,,other,0,20
92506576,2,,,other,0,30
50915923,7,,,other,0,20
30192910,3,,,other,0,0
77133013,17,,,other,0,0
97940812,0,,,other,0,2
34357107,,,,unknown,,10
88145667,,,,unknown,,10
29169469,2,,,other,2,5
92489955,5,,,other,0,6
97932613,2,,,other,0,0
87669397,1,,,other,0,0
11583093,,,,unknown,,10
54607355,,,,unknown,,10
34943902,3,,,other,0,0
36566375,18,,,other,0,255
85835971,8,,,other,100,0
76546993,,,,other,0,0
53953453,2,,,oncology,0,0
25961916,,,,other,0,0
65595569,,,,other,0,0
60319385,,,,other,0,1500
27923816,,,,other,0,0
70312964,,,,other,0,0
41172896,,,,unknown,,10
30612422,,,,other,0,3
80174065,,,,other,0,3
32399173,,,,unknown,,10
23332343,,,,unknown,,660
10102029,,,,other,0,0
30041208,,,,other,0,200
41510128,,,,other,0,0
17999654,6,,,other,0,5
71337769,1,,,other,0,2
79075324,2,,,other,0,2
71418357,2,,,other,6,0
96843051,1,,,other,0,2
21181199,0,,,oncology,0,7
67375047,0,,,oncology,0,40
60493847,5,,,oncology,0,0
66065646,0,,,oncology,0,0
10086543,1,,,oncology,0,18
55802838,0,,,oncology,0,75
78281645,1,,,oncology,0,0
54466680,2,,,oncology,0,0
86732434,1,,,oncology,0,20
98348788,,,,oncology,0,16
50638984,9,,,oncology,0,0
85964737,0,,,oncology,0,0
22231451,5,,,oncology,0,0
12641855,,,,other,0,0
79656090,1,,,other,0,0
64252802,,,,other,0,10
53380260,15,,,other,0,100
31917943,,,,other,0,200
13975693,,,,neurology,1200,1200
74834652,,,,other,0,0
53472595,,,,other,0,2
39334841,,,,other,0,15
39118883,0,,,other,0,10
73062198,1,,,other,0,0
14202987,0,,,other,0,0
70382750,1,,,other,0,0
13383974,4,,,other,0,10
86327672,2,,,oncology,4,0
84746611,1,,,oncology,8,4
10382107,1,,,other,0,8
67141125,,,,unknown,,10
21123033,14,,,other,0,0
70721084,,,,unknown,,10
36396538,,,,unknown,,10
24413486,107,,,other,0,100
17479317,13,,,other,0,0
77600002,83,,,other,0,0
45431223,2,,,oncology,0,1
10186854,1,,,oncology,0,10
56777375,0,,,oncology,0,12
53252570,5,,,oncology,0,0
39082678,0,,,oncology,0,10
13284228,3,,,oncology,0,0
82330775,2,,,other,0,6
34892328,5,,,neurology,0,8
52659583,,,,other,0,0
93062416,1,,,neurology,0,5
79307000,18,,,neurology,33,0
70321550,,,,other,0,5
10688078,3,,,other,0,0
48493461,5,,,other,0,0
43909833,,,,other,0,0
53836184,2,,,other,0,5
14007894,,,,unknown,,10
59155854,2,,,other,0,5
35761065,3,,,neurology,0,28
51593144,,,,unknown,,15
97594047,3,,,other,0,0
27568302,22,,,other,0,26
70969253,2,,,other,0,20
13218159,,,,neurology,0,6
18740266,3,,,neurology,0,0
58359344,,,,unknown,,3
20325116,1,,,neurology,1,1
93132387,5,,,other,0,0
51902253,4,,,other,0,5
30250683,0,,,other,0,70
60748695,247,,,other,0,0
28636270,,,,other,0,26
59169360,2,,,other,0,4
72096408,3,,,other,0,5
11918185,29,,,other,0,75
51528555,,,,other,0,0
90187021,,,,other,0,0
50469773,20,,,other,0,40
20194448,,,,other,0,0
15771240,,,,other,0,0
37831362,,,,other,0,0
83385390,37,,,other,0,40
56809407,15,,,other,0,0
68753005,23,,,other,0,0
34636839,,,,other,0,0
23733748,,,,unknown,,0
53091332,24,,,other,0,40
86133955,,,,other,0,200
52722157,23,,,other,0,50
58453882,1,,,other,0,10
20156578,41,,,other,0,0
55886459,2,,,oncology,0,0
29753980,2,,,oncology,0,0
14951251,,,,oncology,0,0
31697013,,,,oncology,0,4
21121316,0,,,oncology,0,24
85132872,362,,,oncology,0,1000
82329648,282,,,oncology,600,0
70893619,124,,,oncology,600,0
48490318,22,,,oncology,60,0
18407698,5,,,oncology,15,0
18096316,,,,other,0,0
97272082,3,,,oncology,4,0
98191335,4,,,oncology,10,15
79684255,9,,,other,0,0
42386944,2,,,other,0,2
65545798,2,,,other,0,2
51085216,,,,unknown,,10
20242228,,,,unknown,,0
13632797,5,,,other,0,0
43558323,4,,,other,0,0
56123118,,,,unknown,,0
43591544,7,,,other,0,24
43551115,3,,,other,0,12
47062603,,,,unknown,,8
80644437,2,,,other,0,10
73422620,10,,,other,0,0
21668194,9,,,other,20,0
11946090,7,,,other,0,60
53149156,,,,unknown,,20
55377419,,,,unknown,,25
37886044,2,,,other,0,6
31160396,2,,,other,3,10
23185767,2,,,other,0,10
21213840,22,,,other,0,120
74899289,,,,unknown,,25
80830677,19,,,other,20,20
48414874,38,,,other,45,0
56591349,8,,,other,0,0
47250955,,,,unknown,,10
94487253,75,,,other,0,0
55049977,,,,unknown,,4
81830852,0,,,other,0,0
72049139,1,,,neurology,20,0
47157240,,,,oncology,0,20
61811785,44,,,oncology,0,0
30971411,0,,,oncology,0,0
91699044,20,,,oncology,0,0
89610710,0,,,oncology,0,0
11134156,,,,other,0,0
28896358,,,,other,0,20
15548012,,,,unknown,,0
24437714,13,,,other,0,0
49465258,,,,other,0,4
51733930,,,,other,0,0
21816804,,,,other,0,200
38718450,66,,,other,0,0
30076955,5,,,other,0,55
24500007,11,,,other,11,5
44280835,9,,,other,0,15
21411716,0,,,other,0,0
53097549,12,,,other,0,0
40045595,8,,,other,0,50
96367728,16,,,other,0,0
76735544,111,,,other,0,500
38767699,20,,,other,0,30
81875705,,,,other,0,80
55933313,0,,,other,0,12
73029903,9,,,other,0,16
44333771,3,,,other,0,24
58052459,204,,,oncology,300,0
32880438,0,,,other,0,0
94893985,0,,,other,0,0
92387614,2,,,other,0,10
19511582,4,,,other,0,10
94664352,4,,,other,0,0
84602554,14,,,oncology,0,0
76485252,26,,,other,26,0
68631128,2,,,other,0,4
48304180,1,,,other,0,0
45045285,4,,,other,0,5
91737197,,,,other,0,20
10415965,3,,,other,0,97
54563534,0,,,other,2,2
52105858,1,,,other,10,10
62838620,2,,,other,0,0
80057364,5,,,other,0,0
44023494,,,,unknown,,6
23105628,5,,,other,0,0
94023983,0,,,other,0,0
80796426,2,,,other,0,4
38284188,21,,,other,0,60
87961745,51,,,other,0,0
94820024,12,,,other,12,0
26538861,,,,other,0,1
83326002,,,,other,0,1
64956212,,,,other,0,30
10734361,25,,,other,0,1000
19162590,,,,other,0,150
45820715,199,,,other,0,0
65892696,15,,,oncology,0,0
56420006,,,,other,0,285
77716867,22,,,oncology,0,40
60034236,6,,,other,0,100
16183001,1,,,oncology,0,3
42902904,14,,,oncology,0,20
92465179,,,,other,500,500
76981004,6,,,oncology,0,1000
13222998,,,,oncology,0,0
41252151,1,,,oncology,0,0
19457501,57,,,other,0,250
54499265,11,,,other,0,10
86702116,15,,,other,0,0
79558487,2,,,other,0,0
16818079,,,,unknown,,0
34714230,14,,,oncology,0,0
82775911,7,,,oncology,0,0
58108799,,,,oncology,18,10
99017512,11,,,oncology,0,0
23635878,1,,,oncology,0,25
62498265,18,,,oncology,0,0
69107820,4,,,oncology,50,25
26968440,27,,,oncology,0,0
33206723,,,,other,0,50
56773899,11,,,other,0,24
91736009,21,,,other,0,100
55838456,8,,,other,0,60
73328163,41,,,other,0,60
59958867,3,,,other,0,3
69001614,14,,,other,80,0
76851144,6,,,other,0,20
97362380,,,,other,0,0
73872169,1,,,other,0,0
19239424,2,,,other,0,3
37687151,2,,,other,0,3
84775761,2,,,other,0,0
21952799,1,,,other,0,50
46843534,89,,,other,0,90
69643126,8,,,other,0,16
57225105,,,,other,0,0
95596768,0,,,other,0,0
23212366,4,,,other,10,13
32752305,4,,,other,0,0
65604569,2,,,other,0,3
33902118,12,,,other,0,40
57550499,1,,,other,0,10
75548033,1,,,other,0,4
78758560,9,,,other,0,0
93553479,,,,oncology,0,0
32796763,,,,other,0,1
95156859,4,,,oncology,0,0
30202211,2,,,oncology,0,12
66259493,,,,other,0,150
47629517,,,,oncology,0,15
98629518,3,,,other,3,10
55408586,13,,,other,0,0
10201267,,,,other,0,111
50630704,39,,,other,40,40
84514440,20,,,other,20,20
86230088,10,,,other,0,0
63775787,29,,,other,0,50
30624334,36,,,other,0,0
46943762,20,,,other,136,0
63967375,20,,,other,0,0
51876803,90,,,other,0,0
90731415,47,,,other,80,0
94389263,68,,,neurology,0,158
66068283,,,,unknown,,7
23395820,,,,unknown,,5
84733484,25,,,neurology,0,0
74132802,1,,,other,0,30
78256025,0,,,other,0,0
59921525,8,,,other,0,0
89830844,6,,,other,6,0
81292834,2,,,other,0,25
59376893,24,,,other,0,0
54389211,8,,,other,0,25
97718185,12,,,other,11,0
80169534,,,,other,0,20
56274069,81,,,other,0,300
30287805,2,,,other,0,10
87018118,3,,,other,0,8
15009807,0,,,other,0,10
36976845,,,,other,0,20
46502584,2,,,oncology,0,0
15978062,9,,,oncology,0,0
80119027,,,,oncology,0,5
80289461,,,,unknown,,20
12092353,,,,oncology,0,5
17230424,36,,,oncology,0,0
57525314,5,,,oncology,0,0
68404299,13,,,oncology,0,20
19621569,7,,,oncology,0,0
23187732,,,,oncology,1,1
39111703,26,,,oncology,0,0
10390625,10,,,oncology,0,15
11275809,7,,,oncology,0,15
12913410,24,,,oncology,0,0
55948107,,,,oncology,0,8
26202950,43,,,oncology,0,0
79132126,17,,,oncology,0,0
68690878,8,,,oncology,0,24
21204837,,,,oncology,0,1
27516682,,,,unknown,,0
65130291,16,,,oncology,0,0
92959028,,,,oncology,0,40
12416331,7,,,oncology,0,0
62663865,6,,,oncology,0,10
35244667,7,,,oncology,0,15
84873857,2,,,oncology,0,0
92292612,37,,,oncology,0,0
38007792,2,,,oncology,0,0
36071581,3,,,oncology,0,10
61404193,,,,oncology,0,1
35819950,1,,,oncology,0,1
73206594,1,,,oncology,0,1
13554970,2,,,oncology,0,0
85824955,3,,,oncology,0,0
46624114,,,,other,0,100
90945160,0,,,other,0,0
14071720,4,,,other,0,0
54246869,,,,unknown,,3
41929866,3,,,other,0,9
50273932,,,,unknown,,36
65576805,,,,unknown,,0
88983780,9,,,other,0,9
87670741,,,,unknown,,0
47712390,5,,,other,0,10
62565558,,,,other,0,16
64075585,13,,,oncology,0,0
21238225,,,,other,0,3
91886276,,,,other,0,5
39214744,,,,unknown,,10
26522779,2,,,other,0,0
76892624,7,,,other,0,10
70622821,,,,unknown,,10
94002711,,,,unknown,,3
37204216,2,,,other,0,3
59137548,,,,unknown,,2
42282784,0,,,oncology,0,20
22251387,3,,,oncology,0,0
20007976,2,,,oncology,0,0
77672499,4,,,oncology,0,0
78505499,5,,,oncology,20,12
67417072,10,,,oncology,0,0
83948193,24,,,oncology,0,0
35311542,,,,oncology,0,20
60887549,1,,,oncology,0,0
25377909,0,,,oncology,0,30
90058542,27,,,oncology,0,0
89087961,,,,unknown,,7
62061020,0,,,oncology,0,30
10418783,0,,,oncology,0,10
42757830,1,,,oncology,0,25
98441035,0,,,oncology,0,0
71636909,35,,,oncology,0,0
61567134,3,,,oncology,0,0
59926604,6,,,oncology,0,0
60899017,,,,unknown,,0
16864610,1,,,oncology,0,0
71243287,1,,,oncology,0,0
23228223,5,,,oncology,0,0
46156655,5,,,oncology,0,15
34459644,14,,,oncology,0,0
81022514,0,,,oncology,0,20
54002581,3,,,other,0,0
58868553,6,,,other,0,0
96634949,,,,other,0,20
41356097,2,,,other,0,15
87198284,,,,other,0,20
38464833,93,,,other,0,0
45637770,6,,,other,8,0
60998284,14,,,other,0,40
71223898,,,,other,0,4
52879889,4,,,other,2,0
63717711,2,,,other,20,0
10647801,5,,,other,0,6
52198025,4,,,other,0,10
86251823,8,,,other,0,6
19593415,4,,,other,0,8
40163213,0,,,other,0,0
28503058,31,,,other,0,40
32834402,,,,other,0,60
25750655,96,,,other,0,400
50775366,,,,other,0,20
69576908,94,,,other,0,175
72843673,,,,other,30,0
72232843,15,,,other,0,0
75050980,16,,,other,0,50
58525730,111,,,other,0,200
84054818,0,,,other,0,0
81236103,,,,other,0,12
28709600,5,,,other,0,0
13307835,3,,,other,0,0
81137785,1,,,other,0,0
20238316,0,,,other,0,0
14814972,7,,,other,0,0
15366412,1,,,other,0,0
14160376,2,,,oncology,0,0
32768241,19,,,other,30,0
57377944,36,,,other,0,0
45116608,10,,,other,0,10
50275436,9,,,other,0,0
74122318,12,,,other,0,0
55296994,18,,,other,0,0
41852855,,,,unknown,,20
10223996,8,,,other,5,20
18515210,1,,,other,0,50
39731667,14,,,other,20,0
76135223,0,,,oncology,0,10
30078866,9,,,other,0,0
78417544,12,,,other,0,0
27782813,26,,,other,0,0
72389410,3,,,other,0,0
19461688,1,,,other,0,0
48661929,10,,,other,0,15
61744282,19,,,other,24,36
50482395,,,,other,0,21
29656804,17,,,other,0,0
80898698,6,,,other,0,0
61753154,4,,,other,0,12
39320652,0,,,other,0,20
44307832,4,,,other,0,0
16152080,4,,,other,0,0
58990176,,,,unknown,,12
55137266,,,,other,0,16
23447710,2,,,other,0,3
65834270,7,,,other,0,0
17985031,11,,,other,0,0
79746493,2,,,other,0,0
33116574,14,,,other,22,0
32024776,13,,,other,0,40
69241259,12,,,other,0,20
24176933,64,,,other,0,120
14991051,,,,unknown,,25
41226720,1,,,other,0,0
89501104,7,,,other,0,0
45231552,15,,,other,0,0
88643683,19,,,other,0,0
63532548,6,,,other,0,8
78589424,2,,,other,0,0
73678643,,,,unknown,,12
15681339,17,,,other,0,15
98822655,5,,,other,0,10
27642178,13,,,other,0,15
90283589,,,,unknown,,0
32886174,15,,,other,0,0
99533049,,,,other,0,0
11567322,,,,other,0,0
52222493,0,,,oncology,0,4
15614179,35,,,oncology,42,0
76829450,,,,other,0,1500
13513412,18,,,other,0,0
37594208,,,,other,0,0
58937283,702,,,other,0,0
25789607,10,,,other,0,0
52401741,1,,,other,0,0
22803611,8,,,other,0,0
77118958,,,,unknown,,5
73062444,1,,,other,0,3
91240594,0,,,other,0,3
47436546,4,,,other,0,0
73218585,1,,,other,0,0
22650467,,,,unknown,,4
95493805,,,,unknown,,1
35786977,2,,,other,0,10
52320801,1,,,other,0,2
10786277,4,,,other,0,3
85963360,10,,,other,0,0
42060275,85,,,other,0,200
52937506,0,,,oncology,0,25
68566721,,,,unknown,,12
59179054,6,,,oncology,20,0
45154442,4,,,oncology,10,0
90415539,2,,,oncology,0,30
44516414,1,,,oncology,0,0
73138315,13,,,oncology,0,0
36806738,8,,,oncology,20,10
10035307,4,,,oncology,12,12
95027638,2,,,oncology,15,5
63963574,1,,,oncology,15,0
41953226,6,,,oncology,0,0
36126727,5,,,oncology,10,0
62990761,8,,,oncology,0,0
71551091,2,,,oncology,0,0
54176423,6,,,oncology,0,15
65733144,3,,,oncology,5,0
84812047,2,,,oncology,3,0
49913849,,,,unknown,,15
92494898,12,,,other,0,0
62482446,,,,other,0,75
60393627,,,,other,0,18
43505683,27,,,other,0,0
21428861,31,,,other,0,30
87161716,30,,,other,0,30
67244610,,,,other,0,50
93475955,0,,,other,0,0
44667670,2,,,other,0,0
28031201,,,,other,0,0
63485887,3,,,other,0,0
44414138,1,,,other,0,0
23724794,13,,,other,0,0
78603285,5,,,other,0,20
36866777,,,,other,0,20
70756146,1,,,other,0,1
91310447,9,,,other,0,12
64024399,4,,,other,0,0
80753454,1,,,other,0,20
13848080,3,,,other,0,2
56895202,5,,,other,0,20
81448586,1,,,other,0,10
40482247,3,,,other,0,0
99592767,1,,,other,0,20
54895738,2,,,other,0,30
37185475,62,,,other,0,72
57716642,5,,,other,0,0
85377834,3,,,other,0,0
16264654,9,,,other,0,20
64596682,,,,other,0,1
48434782,11,,,oncology,0,15
25644656,5,,,oncology,0,0
73134431,1,,,oncology,0,0
43386966,2,,,oncology,0,30
61011162,,,,oncology,0,18
27636263,10,,,oncology,0,0
37856496,7,,,other,0,30
93134655,,,,unknown,,10
63938207,,,,unknown,,30
56702024,2,,,other,0,0
68801597,2,,,other,0,10
24854359,,,,unknown,,0
84339192,3,,,other,0,30
99197578,7,,,other,200,0
98812959,3,,,other,0,35
98582339,,,,unknown,,20
67347354,17,,,other,0,11
75808993,,,,other,200,0
38633335,,,,unknown,,20
75503591,0,,,other,0,3
69237540,0,,,other,0,4
81728032,,,,other,0,10
70300135,,,,other,0,5
34132803,,,,other,0,4
92976366,4,,,other,0,0
72137551,0,,,other,0,3
96689143,0,,,other,0,5
87194271,0,,,other,0,4
57011228,13,,,other,0,42
73840865,1,,,other,0,2
34681827,1,,,other,0,0
49091046,1,,,other,0,4
58363120,,,,other,0,3
47610237,0,,,other,0,4
53500764,0,,,other,0,4
22541197,,,,other,0,20
97472996,5,,,other,0,0
74304694,7,,,other,0,15
52677603,1,,,other,0,10
44831341,23,,,other,0,0
39710341,,,,other,0,5
56815217,,,,other,0,6
76058267,,,,other,0,6
33870283,5,,,other,0,0
77617149,2,,,other,0,4
39238657,2,,,other,0,2
71381386,1,,,other,0,4
31134513,14,,,other,0,0
93630338,17,,,other,0,40
24333943,3,,,other,0,4
88402927,,,,other,0,10
85362246,3,,,other,0,0
35474499,45,,,other,0,150
86161173,,,,other,0,0
19616954,0,,,other,0,0
59225849,30,,,other,0,60
76192631,2,,,oncology,0,10
13737056,0,,,other,0,2
55179317,8,,,oncology,0,
77298928,,,,other,0,12
43187495,,,,oncology,0,30
59791839,3,,,other,0,10
84326926,12,,,oncology,36,36
64296767,20,,,other,0,10
69885359,,,,other,0,
80321248,,,,other,0,
30350716,,,,oncology,0,6
37944548,,,,other,0,
42351612,0,,,other,0,5
82451475,,,,other,0,8
24822688,,,,oncology,0,
61182974,27,,,oncology,0,
64279631,29,,,oncology,0,
36048820,11,,,oncology,20,
65641072,0,,,other,0,
91847504,7,,,other,0,
31382946,,,,other,0,16
61536683,,,,oncology,0,45
47996209,,,,other,0,3
92044676,,,,other,0,9
43449197,,,,other,0,12
37870582,,,,other,0,
31505464,1,,,oncology,0,28
68960257,794,,,other,0,
10845549,,,,other,0,60
13073620,,,,other,0,4
34765113,,,,other,0,
99956482,50,,,other,0,
88890081,0,,,other,0,4
67312710,10,,,oncology,0,72
66418709,37,,,other,0,90
79214739,2,,,other,0,1
92436521,5,,,other,0,6
71630183,,,,other,0,15
57408623,,,,other,0,28
53082149,0,,,other,0,
73037492,95,,,oncology,0,110
28528279,105,,,oncology,0,
58889321,2,,,other,0,
85833085,2,,,other,0,
99883740,6,,,other,0,20
78977140,8,,,other,0,6
35608362,13,,,other,300,100
71007164,3,,,other,8,8
75561118,5,,,oncology,0,
23829633,,,,other,0,10
73136864,9,,,other,0,30
50331012,,,,other,0,2
84400742,1,,,other,0,2
37625185,,,,oncology,0,20
87373918,4,,,other,0,50
72169615,67,,,oncology,0,306
92917208,6,,,other,10,10
89422488,6,,,oncology,0,50
38394380,,,,other,0,10
82664119,1,,,oncology,0,20
69900803,15,,,oncology,0,36
97361283,,,,other,0,2
58284590,0,,,oncology,0,12
36461705,,,,other,0,40
37493966,,,,other,0,67
98507246,7,,,oncology,0,8
32553426,10,,,oncology,0,16
28350473,4,,,other,0,
72611956,,,,other,0,
13637299,2,,,other,15,20
14810547,,,,other,0,
73693930,,,,other,0,50
69342661,27,,,other,25,30
91854925,124,,,other,0,306
89823891,13,,,other,0,35
51902156,1,,,other,0,1
33364074,26,,,other,0,
23117020,,,,other,0,
95165263,1,,,oncology,0,4
80025898,7,,,other,0,
55802867,6,,,other,0,10
55393506,,,,oncology,0,40
98876842,,,,oncology,0,20
54893825,,,,other,0,30
53614211,1,,,other,0,4
86864573,92,,,oncology,0,
75682832,9,,,other,0,
88487062,530,,,other,0,
90461413,38,,,other,0,
31019804,2,,,other,0,5
38277907,,,,other,0,
31726072,2,,,other,0,
97631150,1,,,other,0,
59694252,3,,,other,10,
26032899,57,,,other,0,64
10001735,,,,other,0,6
68115897,,,,other,0,500
73906881,6,,,other,0,8
83999386,1,,,oncology,0,16
14326791,,,,other,0,48
74329273,250,,,oncology,0,
88241432,0,,,other,0,
42758221,10,,,other,0,
34885555,2,,,other,0,1
71438942,,,,other,0,
53098067,5,,,other,0,
15578555,,,,oncology,0,100
70545955,,,,other,0,
98467019,,,,other,0,10
78257139,,,,oncology,0,40
51427526,17,,,other,0,44
38222956,0,,,oncology,0,18
18816115,,,,other,0,4
44070773,24,,,other,0,
35469237,,,,other,0,
79223917,,,,other,0,5
64052147,15,,,other,0,6
54943028,,,,other,0,16
17152848,0,,,other,0,4
47208553,8,,,other,0,10
41630225,2,,,other,0,36
42612967,11,,,other,0,12
23476749,10,,,oncology,0,6
18627514,4,,,oncology,0,30
32562533,,,,other,0,2
95337500,2,,,oncology,0,24
34052676,,,,other,0,
10992706,,,,other,0,21
17431259,7,,,oncology,0,20
99513682,4,,,oncology,0,
17782180,16,,,other,0,
16184893,12,,,oncology,0,
37747441,20,,,other,0,30
85105050,1,,,respiratory,0,
67411259,,,,other,0,
35559101,3,,,oncology,18,
19847166,5,,,oncology,0,80
18267040,1,,,other,0,
33601954,2,,,other,0,5
98434181,,,,oncology,0,250
50059322,,,,other,0,
86669475,,,,other,0,20
62397130,0,,,other,0,
61331342,2,,,other,0,10
70261463,0,,,other,0,18
26949253,17,,,other,24,
67138369,7,,,oncology,0,
92246768,65,,,other,6,
89019447,119,,,other,0,120
82009419,,,,other,0,20
14376112,,,,other,0,10
16604383,4,,,neurology,0,8
61267335,,,,other,0,4
93223572,1,,,oncology,0,10
83818192,25,,,other,0,48
20429427,4,,,other,12,14
81255616,,,,oncology,0,10
70040545,1,,,other,20,20
32324617,2,,,other,0,100
47405079,1,,,other,0,3
21077043,,,,other,0,5
59775052,289,,,other,0,
17831322,41,,,other,0,
21386829,19,,,other,0,30
37164460,140,,,other,90,48
67352057,,,,oncology,0,
10663258,9,,,other,0,
71225403,2,,,other,0,100
81673614,,,,other,0,2
90405690,0,,,other,0,2
93682284,0,,,other,0,
75774542,3,,,other,0,
95517827,,,,other,0,
93124850,12,,,other,0,15
62643220,2,,,oncology,0,30
67681155,1,,,other,0,6
24615463,4,,,oncology,0,30
60218643,,,,other,0,
38214362,1,,,oncology,0,20
24476804,6,,,oncology,0,60
99515373,5,,,oncology,0,80
