study_id,Accrued,Active Enrolling Date,Closed to Enrollment Date,Disease Site(S),national_sample,local_sample
99655412,,,,unknown,,0
49070160,2,,,oncology,14,3
58812381,2,,,oncology,0,0
89910294,,,,oncology,0,0
41746506,,,,oncology,5,0
75991991,,,,oncology,10000,0
60730619,,,,oncology,0,6
39219048,1,,,oncology,0,1
21768058,,,,oncology,0,5
30693801,,,,oncology,0,4
94191642,21,,,oncology,40,0
71700515,0,,,oncology,0,0
90948830,2,,,oncology,0,0
57180884,1,,,oncology,0,3
31689886,,,,oncology,0,3
18295677,,,,oncology,0,3
13307801,3,,,oncology,6,0
40854206,7,,,oncology,3,6
29592782,6,,,oncology,0,0
93662494,12,,,other,0,24
58755199,15,,,other,0,60
71675727,22,,,other,0,0
39400322,0,,,neurology,0,0
28248364,3,,,other,0,7
46366505,,,,unknown,,12
60420615,2,,,neurology,0,0
17625885,5,,,neurology,0,0
44348284,8,,,other,0,0
55590741,,,,unknown,,0
80597329,10,,,other,0,0
93113282,,,,other,0,12
60653147,,,,unknown,,30
49590245,10,,,other,0,0
24282855,6,,,other,0,15
15977758,310,,,other,0,0
72926118,184,,,other,0,800
32501314,3,,,other,0,0
53311010,5,,,other,0,0
94911093,0,,,other,0,8
65859444,1,,,other,0,0
73716215,3,,,other,0,0
78369264,12,,,other,0,0
43453968,12,,,other,0,0
26517191,,,,unknown,,8
14393280,,,,unknown,,5
76712797,3,,,other,0,0
41831019,3,,,other,0,0
53950539,50,,,oncology,0,0
73223237,,,,other,0,10
38293595,0,,,other,0,6
31544522,0,,,other,0,0
39368250,3,,,other,0,0
83292461,5,,,oncology,6,0
36844581,,,,other,0,2
21911110,2,,,other,0,2
95452925,,,,unknown,,3
66133514,,,,unknown,,5
19909010,13,,,neurology,0,35
85649043,3,,,neurology,0,4
40478603,2,,,neurology,0,6
35201662,3,,,neurology,0,0
78307193,,,,unknown,,3
25944737,,,,neurology,0,0
78456260,24,,,other,0,0
67870192,,,,unknown,,18
25648876,,,,unknown,,25
93618795,,,,neurology,0,39
51199853,,,,unknown,,4
35900998,11,,,oncology,0,0
24112730,181,,,oncology,0,0
90932333,4,,,oncology,0,10
58893217,4,,,oncology,0,10
69284763,8,,,oncology,0,0
36807094,4,,,oncology,5,0
12804839,0,,,oncology,0,0
46158195,,,,oncology,8,8
40066881,,,,unknown,,4
16549409,,,,oncology,0,0
71502305,,,,other,0,12
84791588,,,,other,0,12
82996055,1,,,other,0,10
64153150,,,,oncology,0,0
53379824,,,,other,0,300
60526015,,,,other,0,300
81070450,,,,other,0,5
47883920,,,,other,0,300
34892452,,,,other,0,10
96857612,741,,,other,0,0
93793550,,,,other,0,50
18343076,,,,other,0,0
96224724,,,,other,0,0
11089407,4,,,oncology,0,0
53451840,0,,,oncology,0,8
69318846,2,,,oncology,0,20
79353855,0,,,oncology,0,0
49502856,4,,,oncology,0,12
24671702,6,,,oncology,0,0
68899984,287,,,other,0,0
70633393,2,,,other,0,3
39994767,21,,,other,40,40
95657642,,,,unknown,,0
43557952,3,,,other,0,10
26821124,,,,other,0,12
54726816,9,,,other,0,0
65131120,6,,,other,0,0
91813764,0,,,other,0,0
83308869,0,,,other,0,12
64303394,2,,,other,0,0
42505321,7,,,other,0,0
38318229,5,,,other,0,0
81038920,1,,,other,0,15
46511260,0,,,other,0,0
53063517,4,,,other,0,0
83930811,0,,,other,0,0
25437256,,,,other,0,200
94651894,,,,other,0,60
23274480,,,,other,0,250
62222929,171,,,other,0,0
15300523,8,,,other,0,0
84053686,13,,,other,0,0
17902706,1,,,other,0,4
41559746,,,,other,0,6
87802416,41,,,other,80,60
25906649,40,,,other,0,0
90648769,30,,,other,0,30
91422833,203,,,other,406,0
24944659,185,,,other,400,0
64148788,18,,,other,0,0
41867561,0,,,other,0,6
80926345,8,,,other,0,0
77813299,0,,,other,0,0
19498604,,,,other,0,0
16657085,,,,other,0,1
29300742,28,,,other,0,40
66990818,21,,,oncology,0,0
75889610,0,,,oncology,0,30
28782032,1,,,oncology,0,8
58333459,0,,,oncology,0,18
63714654,18,,,oncology,0,0
51932732,3,,,oncology,0,7
23086931,7,,,oncology,0,0
79863580,,,,unknown,,6
70041505,,,,unknown,,3
76775090,,,,unknown,,6
14732754,0,,,oncology,0,10
47188842,22,,,oncology,0,0
74468486,27,,,oncology,0,0
31075603,5,,,oncology,0,8
60025414,,,,other,0,1
41331211,,,,other,0,1
52630644,0,,,oncology,0,0
24327313,,,,other,0,1
67696403,0,,,other,0,0
44601055,25,,,other,0,25
24670283,67,,,other,0,0
84922850,,,,other,0,36
76312534,,,,other,0,8
17353266,6,,,other,0,10
14844546,13,,,other,25,20
25703151,1,,,other,0,20
64918647,4,,,other,0,0
88549733,3,,,other,0,36
18786212,7,,,other,0,4
69326961,0,,,other,0,0
34162951,29,,,other,0,30
74270212,3,,,other,0,20
88334261,,,,unknown,,3
95613178,,,,other,0,5
13259320,0,,,other,0,5
33311404,,,,other,0,19
32828079,,,,other,0,19
44491272,49,,,other,200,0
43402371,4,,,other,0,0
62760375,1,,,other,0,0
77284712,1,,,other,0,0
42559816,,,,other,0,25
93376991,4,,,other,0,20
38504188,75,,,other,0,70
88351218,36,,,other,0,100
25000553,2,,,other,0,25
99860178,,,,unknown,,0
73326429,,,,unknown,,0
69724607,0,,,other,0,15
46546936,,,,unknown,,0
72089144,,,,unknown,,0
67821549,,,,unknown,,0
15551078,,,,other,0,30
10904515,11,,,other,0,0
79520818,4,,,other,0,0
92095878,19,,,other,0,0
22653687,7,,,other,0,20
94401750,,,,other,0,300
95556824,,,,other,0,300
96092470,186,,,other,600,0
23405553,,,,other,0,0
25069719,,,,other,0,100
46195899,23,,,oncology,50,50
20184005,9,,,neurology,0,10
85408525,3,,,other,0,3
30718550,2,,,other,0,4
20154015,0,,,other,0,25
21096323,,,,other,0,25
25093681,0,,,other,0,3
69318817,2,,,other,0,5
26266832,1,,,other,0,10
45969402,0,,,other,0,4
22062301,4,,,other,0,15
88955219,2,,,other,0,10
11959008,0,,,other,0,6
70295111,,,,unknown,,2
45675266,0,,,other,0,0
37590232,0,,,other,0,0
19397013,2,,,other,0,4
45977166,4,,,other,0,8
88829046,1,,,other,0,6
31468634,2,,,other,0,10
49173479,1,,,other,0,0
66508504,9,,,other,5,10
61540943,1,,,other,0,10
40487905,1,,,other,0,4
46504670,,,,oncology,0,300
42500525,301,,,other,800,300
76505728,601,,,other,0,0
44524736,,,,other,0,0
41776141,,,,other,0,100
34131647,104,,,other,0,0
52917055,,,,other,0,5
47721784,7,,,other,0,60
92996411,68,,,other,0,0
73343448,116,,,other,40,200
83683501,0,,,other,0,20
54678315,,,,other,0,20
32311381,5,,,other,0,11
15894691,7,,,other,0,15
35096814,10,,,other,0,16
25012484,1,,,other,0,14
63638171,,,,other,0,5
90458747,55,,,other,0,0
22851979,,,,other,0,5
93069307,,,,unknown,,0
56297407,,,,other,0,100
58008856,3,,,other,0,0
96522200,10,,,other,0,18
67096194,10,,,other,0,0
51711960,119,,,other,0,300
74828574,1,,,other,0,5
68704061,0,,,other,0,0
45568865,4,,,other,0,0
21878083,2,,,other,0,0
13685231,,,,other,0,14
74388126,9,,,other,0,0
39654253,4,,,other,0,0
17364507,12,,,other,0,0
21398637,1,,,other,0,0
64871165,8,,,other,0,10
30933622,1,,,other,20,0
55648753,9,,,other,25,0
99101807,,,,other,0,10
20126323,0,,,other,0,0
45621946,32,,,other,0,0
36418217,3,,,oncology,0,0
91139892,2,,,oncology,0,0
42356030,140,,,other,0,300
87238218,11,,,other,0,32
33098713,70,,,other,0,0
50398285,26,,,other,0,0
12851180,5,,,other,0,5
52361745,2,,,other,0,5
20066419,1,,,other,0,0
46108883,,,,other,0,2
42593766,,,,other,0,5
28569145,1,,,other,0,10
97685073,1,,,other,0,10
29867110,2,,,other,0,3
68082556,2,,,other,0,5
50705719,14,,,other,0,10
83510161,50,,,other,50,0
42919009,13,,,other,8,20
97116412,8,,,other,20,0
63189096,,,,other,0,2
31690241,3,,,other,0,0
76582602,1,,,other,0,2
17249885,8,,,other,0,5
91047555,11,,,other,0,15
16302674,121,,,other,600,120
84085968,,,,other,0,1
67538440,,,,oncology,0,2
66999780,2,,,other,0,0
92081392,,,,oncology,0,1
92916243,2,,,oncology,0,3
53389916,4,,,other,0,10
94194932,1,,,oncology,0,5
15226039,1,,,oncology,0,0
92973165,4,,,other,0,4
24384825,2,,,other,0,2
92618421,,,,other,0,0
40610919,30,,,oncology,0,0
69880501,10,,,other,0,10
67446918,,,,other,0,4
78137475,3,,,other,0,10
96898082,55,,,other,0,0
81074733,1,,,oncology,0,8
84809986,5,,,other,0,60
18265840,52,,,oncology,0,0
42666960,24,,,other,0,40
83439752,80,,,other,0,0
85025589,8,,,oncology,100,0
16717545,2,,,oncology,0,3
83404639,0,,,other,0,10
85232084,2,,,other,0,20
75115097,,,,other,0,20
14953022,26,,,other,0,200
69471393,1,,,other,0,10
73394813,15,,,other,0,50
88516966,19,,,other,0,30
55151198,7,,,other,0,10
79546434,,,,other,0,25
80311759,5,,,other,0,0
41906252,2,,,other,0,0
19036625,6,,,other,0,30
69731162,44,,,other,0,0
60542057,132,,,other,0,120
87120672,5,,,other,0,7
82727227,20,,,oncology,0,0
24911675,,,,unknown,,20
24818627,2,,,oncology,0,0
27227075,1,,,oncology,0,0
19127831,,,,unknown,,16
35532866,8,,,other,0,0
81327772,3,,,other,0,3
63576012,8,,,other,0,0
23148151,7,,,other,0,0
33165764,32,,,other,0,0
14512990,3,,,oncology,0,0
56529723,1,,,oncology,0,0
20431617,24,,,oncology,0,0
17160305,3,,,oncology,0,0
84742897,2,,,oncology,0,0
37310794,4,,,oncology,0,0
66211890,0,,,oncology,0,10
58381039,8,,,oncology,0,0
68489013,6,,,oncology,0,0
30710427,0,,,oncology,0,32
91698476,0,,,oncology,0,0
65974175,5,,,oncology,0,0
34829703,5,,,oncology,0,0
51028434,,,,other,75,0
37696684,2,,,oncology,0,0
57658729,,,,other,0,10
66577121,1,,,other,0,0
17970592,2,,,other,0,0
37111180,,,,other,0,40
54161325,18,,,other,0,0
60067224,5,,,other,0,20
68658551,,,,other,0,0
10256609,,,,other,0,0
80298017,3,,,other,250,0
75726940,14,,,other,20,10
96414695,1,,,other,0,0
34326839,5,,,other,0,12
64730001,0,,,oncology,0,4
33854383,2,,,oncology,0,0
61477564,,,,other,0,8
97784342,9,,,oncology,21,0
12367232,0,,,oncology,0,0
81466655,9,,,oncology,0,0
70239810,4,,,oncology,0,0
99331457,21,,,oncology,0,0
18855957,3,,,oncology,0,0
66278634,2,,,oncology,0,0
22604898,2,,,oncology,0,0
65121942,9,,,oncology,0,16
69455538,2,,,oncology,0,0
26913575,5,,,oncology,0,0
33501374,7,,,oncology,0,0
13065814,,,,unknown,,6
94732060,,,,unknown,,4
69503721,9,,,oncology,0,0
87103140,10,,,oncology,0,0
35517223,10,,,oncology,0,0
98944115,20,,,oncology,0,45
88743860,,,,unknown,,15
68095466,9,,,oncology,0,0
56305783,0,,,oncology,0,8
88790204,1,,,oncology,0,0
44403205,6,,,oncology,0,0
61304102,10,,,oncology,0,0
45751183,4,,,oncology,0,18
70571580,12,,,other,0,0
47198005,0,,,other,0,0
32900040,47,,,other,0,100
53347471,14,,,other,0,100
33645159,30,,,other,100,70
40879047,,,,other,0,0
70927218,9,,,other,0,50
21962442,,,,unknown,,20
83707878,2,,,other,0,50
99400023,19,,,other,0,20
18895910,1,,,other,0,0
51432634,,,,other,0,20
94413455,,,,other,0,0
74572341,2,,,neurology,0,4
98345897,14,,,neurology,0,18
46342682,131,,,neurology,200,0
70319583,,,,unknown,,7
72892165,,,,unknown,,3
58431921,0,,,other,0,3
64274332,,,,unknown,,5
35487561,,,,unknown,,15
60076444,6,,,neurology,0,0
67359192,6,,,neurology,0,0
20119219,,,,unknown,,0
89595413,,,,unknown,,5
91702987,4,,,other,0,8
66578126,0,,,other,0,8
96912508,3,,,neurology,0,12
42582538,4,,,neurology,4,0
62660954,53,,,other,60,0
30759090,0,,,other,0,0
56191733,10,,,other,0,30
38040323,8,,,other,0,0
56230337,44,,,other,0,0
35340690,137,,,other,118,0
31444803,65,,,other,0,0
99496390,54,,,other,0,0
51125104,1,,,other,0,2
55433895,1,,,other,0,4
48277735,,,,other,0,8
39028796,,,,other,0,8
76303164,31,,,other,0,40
50146850,,,,other,0,5
38875543,1,,,mental_health,0,0
73332122,0,,,other,0,0
11083240,,,,unknown,,5
99311086,,,,unknown,,6
27825856,0,,,other,0,0
88904871,14,,,mental_health,0,7
44945392,,,,other,0,25
39195695,,,,other,0,5
96950144,1,,,other,0,2
35706931,,,,oncology,0,0
16299047,,,,oncology,0,0
71494525,5,,,oncology,0,0
64335905,12,,,other,0,0
25638047,7,,,other,0,0
25819357,0,,,other,0,40
24367633,,,,other,0,15
78803705,,,,other,0,2920
15581058,,,,unknown,,15
84205454,,,,unknown,,50
60404817,29,,,other,0,0
97145721,8,,,other,0,0
78345195,12,,,other,0,0
71830008,284,,,other,0,0
10197307,70,,,other,0,0
83808296,1,,,other,0,0
51058593,0,,,other,0,0
90224562,2,,,other,0,0
70986024,,,,other,0,2000
30401866,,,,other,0,2000
70345040,,,,other,60,0
64034573,,,,oncology,0,0
65843789,2,,,other,0,0
94548619,3,,,other,0,3
10928329,,,,other,0,0
68046062,3,,,other,0,95
87254919,1,,,other,0,30
53163421,1,,,other,0,60
12761104,0,,,other,0,10
14928131,3,,,other,0,25
66968381,,,,other,0,5
95076024,,,,unknown,,0
62776017,,,,other,0,0
78517141,35,,,other,0,0
64665750,62,,,other,0,50
43012370,26,,,other,0,26
22345626,10,,,other,0,0
12581288,1,,,other,0,5
43813819,1,,,other,0,20
79799946,3,,,other,0,20
78104151,4,,,other,0,20
25594542,,,,other,0,5
77402573,0,,,other,0,0
85455711,2,,,oncology,0,0
76419658,,,,oncology,0,0
31064874,3,,,oncology,0,0
14494707,50,,,other,0,50
14603814,94,,,other,0,0
48820220,267,,,other,0,0
89457442,,,,other,0,175
17899930,,,,other,0,0
25846597,,,,other,0,0
20841757,,,,other,0,0
64581902,9,,,other,0,0
69381919,8,,,oncology,0,0
68165970,6,,,other,10,0
58692462,2,,,oncology,0,0
42989666,2,,,other,0,0
60933593,0,,,other,0,0
34537960,,,,other,0,0
84370894,0,,,oncology,0,0
77534778,0,,,oncology,0,0
77780834,2,,,oncology,0,0
83610465,1,,,oncology,0,0
58580928,,,,unknown,,5
12080231,2,,,other,0,0
27987437,,,,oncology,0,16
60382891,,,,unknown,,0
34891690,,,,other,0,4
81989596,,,,oncology,0,12
10903559,3,,,other,6,10
59443687,3,,,other,0,0
16878155,16,,,other,0,0
52748111,,,,unknown,,6
68661222,2,,,other,0,0
71371916,1,,,oncology,0,4
94875956,6,,,other,0,0
74180825,,,,other,0,20
24528201,2,,,other,0,0
16394130,,,,other,0,10
60508796,29,,,oncology,0,35
52389917,3,,,other,0,8
34767447,18,,,oncology,28,28
13297914,,,,other,0,8
74907910,3,,,oncology,5,0
31367551,2,,,other,5,0
13841285,,,,oncology,0,7
33286825,5,,,other,0,0
63635372,,,,unknown,,7
44651160,8,,,other,0,0
82158065,40,,,other,20,0
89433565,30,,,other,0,100
10323495,,,,other,0,0
62980114,33,,,other,0,250
45424898,15,,,other,0,15
86778490,,,,other,0,0
73425649,3,,,other,0,0
79053141,15,,,other,60,0
23274260,4,,,other,0,25
53617440,1,,,other,0,0
41362202,13,,,other,0,0
47531949,0,,,other,0,6
40914071,2,,,other,0,10
14854019,,,,other,0,5
82577285,,,,other,0,15
72452218,36,,,other,0,80
66686456,,,,other,0,80
54766434,,,,other,0,15
11791021,1,,,other,0,4
42617333,9,,,other,0,20
58263251,,,,other,0,5
53109186,4,,,other,0,0
91612776,,,,other,0,0
36727567,,,,other,0,60
61539977,,,,other,0,20
47834644,103,,,other,0,149
91507613,112,,,other,0,220
71715759,,,,other,0,110
44161027,45,,,other,0,0
63205986,10,,,other,0,0
74330356,3,,,neurology,0,0
30266175,1,,,neurology,0,0
59761293,,,,other,0,0
45190960,,,,other,0,150
35743331,,,,other,0,0
50744008,37,,,other,0,120
40328853,,,,unknown,,2
59297177,2,,,other,0,0
88392079,41,,,other,81,80
51800096,3,,,other,0,0
96973617,,,,other,0,12
97137290,3,,,other,0,12
79296592,13,,,other,0,25
94876649,1,,,other,0,10
13786947,,,,unknown,,10
89548828,7,,,other,0,12
37464296,,,,other,0,10
92965760,2,,,other,0,6
64071473,1,,,other,0,10
59708320,16,,,oncology,0,0
95932840,17,,,other,0,35
45809819,11,,,oncology,30,0
10698928,359,,,oncology,400,400
30072858,248,,,oncology,400,0
25018591,7,,,other,10,0
91029754,,,,other,10,0
65446339,,,,unknown,,0
17998943,18,,,other,0,25
70304887,,,,other,0,18
78840952,,,,other,0,0
60936336,0,,,other,0,0
69276140,92,,,other,0,0
68758793,12,,,other,0,10
84866127,7,,,other,0,0
69225185,45,,,other,0,60
16822632,5,,,other,0,0
52531562,0,,,other,0,0
51646824,2,,,other,0,0
66806902,15,,,other,0,22
10853121,1,,,oncology,0,15
92362625,1,,,other,0,10
57839294,,,,other,0,10
22278673,,,,other,0,10
71447678,0,,,other,0,0
31576196,,,,other,0,10
16820834,,,,other,0,20
19161878,1,,,other,0,0
52331837,4,,,other,0,40
41741539,2,,,other,0,20
88819643,1,,,other,0,5
31222224,,,,other,0,20
42349198,24,,,other,0,25
47859826,0,,,other,0,10
43695793,,,,unknown,,0
19232314,13,,,other,0,0
66474249,0,,,other,0,0
47516323,4,,,other,0,10
93643599,22,,,other,0,27
76425049,,,,other,0,6
21522633,,,,other,0,6
44917555,1,,,other,0,0
82543209,11,,,other,0,15
11094035,,,,other,0,2
19049736,,,,other,0,1
55323902,,,,other,0,5
14077495,,,,other,0,5
20744028,6,,,other,5,10
42184183,1,,,other,0,4
95208496,,,,other,0,0
46886141,,,,other,0,50
98814018,4,,,other,0,20
67245065,1,,,other,0,3
84481301,175,,,other,0,120
81866592,65,,,other,0,0
25264305,,,,other,0,0
37941887,,,,other,0,1
75850165,32,,,other,72,0
73329716,35,,,other,0,480
35774042,,,,unknown,,0
52669139,,,,oncology,0,20
15092090,,,,oncology,0,3
21597301,17,,,oncology,0,0
78883827,43,,,oncology,0,88
80743728,,,,oncology,0,4
87331180,0,,,oncology,0,0
48712907,,,,oncology,0,4
63586384,13,,,other,150,0
83337273,4,,,other,6,0
39198748,23,,,other,25,25
26992722,5,,,other,5,0
29638717,3,,,other,6,0
51847527,7,,,other,10,0
20081449,0,,,other,0,0
97053833,111,,,other,0,0
96558912,,,,unknown,,180
85889985,,,,other,0,6
83326481,,,,other,0,6
14815092,1,,,neurology,0,9
39294063,,,,neurology,0,9
37135729,,,,other,0,0
55010839,3,,,other,0,0
72599559,5,,,other,0,8
51906346,1,,,other,0,1
30110889,4,,,other,0,0
93923371,48,,,other,0,100
90273452,3,,,other,0,3
40517077,,,,unknown,,10
29744675,,,,unknown,,4
69320235,,,,unknown,,20
67098464,1,,,other,0,5
29970134,6,,,other,0,0
62511148,0,,,other,0,0
75315244,6,,,other,21818233,6
10056650,6,,,other,0,0
18448765,29,,,other,45,0
40870107,11,,,other,45,0
39003066,0,,,other,0,0
59753508,1,,,other,0,20
35736414,18,,,other,0,16
59914558,0,,,other,0,0
62587940,4,,,other,0,40
84069408,13,,,other,0,37
16552421,,,,other,0,21
46712351,80,,,other,0,80
54626296,1,,,other,0,15
36610262,120,,,other,400,500
73521315,1,,,other,0,10
16090362,4,,,other,0,25
43254415,39,,,other,45,36
29839218,1,,,other,0,1
59637975,72,,,other,72,72
62620633,,,,other,0,55
50455648,18,,,other,0,30
86882748,4,,,other,0,0
56594424,5,,,other,0,8
76319099,1,,,other,0,5
83795693,,,,unknown,,0
69394189,,,,unknown,,0
17555231,,,,unknown,,0
45506111,,,,unknown,,0
45049003,8,,,other,0,124
17854146,,,,other,80,80
93129880,34,,,other,0,60
35128433,125,,,other,0,110
58526047,12,,,other,0,30
46208736,0,,,other,0,0
49870855,0,,,other,0,0
81025159,8,,,other,0,0
10786304,7,,,other,0,0
42161154,7,,,other,0,0
36744891,8,,,other,0,0
65672671,10,,,other,0,0
13899847,1,,,other,0,0
63894987,231,,,other,0,0
74910566,,,,other,0,100
54908943,84,,,other,0,80
85191847,,,,other,0,70
20229534,,,,other,0,30
24692100,6,,,oncology,0,50
29045536,,,,oncology,0,0
97169879,,,,oncology,0,0
45319828,1,,,oncology,0,5
96389631,6,,,oncology,0,10
63776777,74,,,other,0,100
81784240,30,,,other,0,0
20139466,40,,,other,0,60
73862753,,,,other,0,50
22202805,78,,,other,0,140
61049666,,,,other,0,10
37521623,4,,,other,0,5
82956727,,,,other,0,370
94981298,1,,,other,0,15
36408919,10,,,other,0,10
16402690,308,,,other,0,600
54897726,,,,other,0,1000
18303597,,,,other,0,550
63530906,,,,other,0,9
97846673,5,,,other,0,5
37996969,3,,,other,4,4
52014294,2,,,other,0,10
31074178,10,,,other,0,500
23013316,1,,,other,0,1
10047725,1,,,other,10,0
74901232,,,,other,0,2
89213155,2,,,other,0,5
74592162,23,,,other,18,0
77493981,,,,other,0,0
24170106,16,,,other,0,0
26290475,3,,,other,0,7
16164604,12,,,other,0,14
21297897,8,,,other,0,5
93582180,30,,,other,0,30
18957203,6,,,other,0,8
69560244,,,,other,0,8
99887036,2,,,other,0,8
62481713,5,,,other,0,10
45000473,,,,other,0,100
19018525,0,,,other,0,0
35288549,2,,,other,0,20
90002149,2,,,other,0,0
83243712,0,,,other,0,0
73741040,0,,,other,0,0
60674876,,,,oncology,0,0
97875142,,,,oncology,0,8
55997945,1,,,oncology,0,0
76027971,23,,,oncology,0,0
34352465,7,,,oncology,0,0
67726987,3,,,oncology,0,0
34027031,36,,,oncology,28,0
73125924,,,,oncology,0,9
75520503,8,,,oncology,0,16
30718187,0,,,oncology,0,12
29319017,,,,unknown,,15
81088652,15,,,oncology,0,0
89353905,4,,,oncology,0,24
96906631,1,,,oncology,0,0
43355537,1,,,oncology,0,8
69299326,1,,,oncology,0,3
51130580,,,,oncology,0,16
88280845,1,,,oncology,0,12
13061544,,,,oncology,0,16
16829780,0,,,oncology,0,30
37652726,7,,,oncology,0,19
48672881,1,,,oncology,0,24
71349404,10,,,oncology,0,0
26827665,8,,,oncology,0,36
27697521,9,,,oncology,58,0
69015815,1,,,oncology,0,0
28333023,1,,,oncology,0,1
11858686,1,,,oncology,0,1
67525071,2,,,oncology,0,10
75681962,7,,,oncology,0,0
38834284,99,,,other,0,233
23039568,,,,other,0,140
65964854,51,,,other,0,75
89516398,69,,,other,0,167
83437206,169,,,other,0,0
14090840,110,,,oncology,240,0
37669540,11,,,other,0,12
32302684,,,,other,0,0
91957206,96,,,other,0,100
63554685,100,,,other,0,0
48890695,42,,,other,0,50
25823406,,,,other,0,50
22014417,26,,,other,0,55
23278892,60,,,other,60,60
55808187,0,,,oncology,0,0
86863851,0,,,oncology,0,10
78383663,77,,,oncology,0,100
56495893,6,,,oncology,0,0
49673186,3,,,oncology,0,0
25731010,,,,unknown,,10
61316721,,,,unknown,,10
27930423,0,,,oncology,0,12
73869940,,,,oncology,0,20
16430128,1,,,oncology,0,0
27523785,0,,,oncology,0,80
76731678,0,,,oncology,0,0
73346113,,,,oncology,0,0
93223281,1,,,oncology,0,22
17731515,2,,,oncology,0,0
35142199,2,,,oncology,0,15
12084347,1,,,oncology,0,8
49019188,,,,oncology,0,30
27277615,,,,oncology,0,20
42385751,13,,,oncology,24,10
78587243,2,,,oncology,0,10
48096793,,,,oncology,0,0
98811987,14,,,oncology,5,0
70461033,,,,oncology,0,0
77474178,0,,,oncology,10,10
80571571,1,,,oncology,0,5
26397062,3,,,oncology,0,0
88574190,5,,,oncology,0,10
46625124,,,,oncology,0,0
15804412,4,,,oncology,0,8
62246060,5,,,oncology,0,20
58788289,92,,,oncology,0,0
89983733,8,,,oncology,0,10
43192796,,,,oncology,0,44
21888617,,,,unknown,,5
75795549,2,,,oncology,0,4
17903457,20,,,oncology,0,0
93666925,,,,unknown,,12
28471304,4,,,oncology,0,16
74023687,84,,,other,0,200
30272125,,,,oncology,0,10
69465338,8,,,oncology,0,0
65335122,,,,other,0,100
69136447,5,,,other,0,0
36047055,1,,,other,0,3
98051165,2,,,other,0,120
29191675,16,,,other,0,0
52670191,,,,other,0,10
62694423,4,,,other,0,8
16816643,17,,,other,0,20
49845458,386,,,other,0,0
70831956,136,,,other,150,150
35483176,24,,,other,0,40
45872080,2,,,other,0,0
25728062,3,,,other,0,0
55818199,0,,,other,0,0
58811119,4,,,other,0,0
68691762,2,,,other,0,15
22029180,6,,,other,0,0
39485075,,,,unknown,,0
71058213,10,,,other,0,0
70333534,0,,,other,0,40
75958024,,,,other,0,15
68677902,0,,,other,0,10
27778560,,,,unknown,,15
36159382,,,,unknown,,5
97281275,7,,,other,0,10
85680655,5,,,other,8,0
48464379,3,,,other,8,0
54985943,13,,,other,0,15
60908761,,,,other,0,0
11994456,,,,other,0,0
76948539,6,,,other,0,0
71403161,8,,,other,0,15
84019358,3,,,other,0,15
74926239,,,,other,0,15
39160574,3,,,other,0,10
87411406,,,,other,0,10
45861532,5,,,other,0,10
44518143,2,,,other,0,10
33472388,,,,unknown,,10
36151170,,,,unknown,,0
71676973,7,,,other,0,0
20846410,3,,,other,0,0
96597735,2,,,other,0,10
41343695,1,,,other,0,6
62968248,17,,,other,0,375
47112124,,,,unknown,,43
88306352,405,,,other,0,0
85398906,1,,,other,0,0
81375887,109,,,other,0,0
15439453,,,,other,0,0
27612206,11,,,other,0,0
83056731,0,,,other,0,4
69454151,5,,,other,0,10
17336825,,,,other,0,10
83384797,1,,,other,0,2
83526536,4,,,other,0,0
57565960,,,,other,0,715
32772855,45,,,other,0,0
58118344,366,,,other,0,0
54892774,112,,,other,0,150
67252974,91,,,other,0,0
46609291,259,,,other,0,0
62085285,0,,,other,0,0
65382650,,,,other,0,50
15280036,,,,other,0,50
36306650,,,,unknown,,19
22869123,44,,,other,0,0
46812431,2,,,other,0,0
47815192,21,,,other,0,20
16634635,6,,,other,0,0
53711653,0,,,other,0,0
62056376,,,,other,0,72
63377192,18,,,other,0,0
63849236,10,,,oncology,0,0
22797313,0,,,other,0,2
19641768,1,,,oncology,0,0
12589521,0,,,oncology,0,10
85858330,5,,,oncology,0,0
41129863,1,,,oncology,0,0
60273995,2,,,oncology,0,0
21951796,0,,,oncology,0,0
16005758,67,,,oncology,0,60
52317522,60,,,other,0,300
87980751,0,,,other,0,50
63092582,2,,,other,0,0
65364237,,,,other,0,0
78004687,,,,other,0,0
26870005,,,,other,0,0
74869022,13,,,other,0,45
11654739,48,,,other,0,624
63120876,1,,,other,0,0
56706540,,,,other,0,0
68314866,,,,other,0,10
44307443,0,,,other,0,2
25324022,1,,,other,0,10
29873743,2,,,other,0,0
61166911,9,,,other,0,0
69621000,6,,,other,0,0
21206972,6,,,other,0,0
10130729,0,,,other,0,0
92452616,20,,,other,0,0
12274695,2,,,other,0,20
47297775,2,,,other,0,0
37956039,,,,other,0,10
84433075,0,,,other,0,0
36749999,1,,,other,0,0
64546088,1,,,other,0,10
98774099,11,,,other,0,0
82920223,2,,,other,0,2
84641131,,,,other,0,0
68282491,1,,,other,0,10
55781594,2,,,other,0,10
19408142,0,,,other,0,0
45499524,,,,other,0,0
48294491,3,,,other,0,30
15093964,,,,other,0,4
18264270,,,,other,0,4
59846862,1,,,other,0,4
51424623,1,,,other,0,0
59995381,0,,,other,0,0
54220022,2,,,other,0,0
62927613,2,,,other,0,0
30750536,0,,,other,0,0
33356601,1,,,other,0,4
56465793,4,,,other,0,4
74053506,0,,,other,0,0
21534595,0,,,other,0,0
40857480,9,,,other,0,0
